date,TU,FV,TY,UXY,US,WN
12/19/2017,106.9336,115.148438,120.125,127.140625,137.40625,164.21875
12/20/2017,106.918,115.046875,119.875,126.78125,136.46875,162.71875
12/21/2017,106.8945,115.015625,119.921875,126.953125,137.03125,163.90625
12/22/2017,106.8633,115,119.921875,126.96875,137.0625,163.9375
12/26/2017,106.8711,115.0625,120.0625,127.171875,137.53125,164.625
12/27/2017,106.918,115.234375,120.40625,127.765625,138.90625,166.625
12/28/2017,106.8867,115.164062,120.25,127.5625,138.625,166.3125
12/29/2017,106.9102,115.257812,120.453125,127.796875,138.875,166.71875
1/2/2018,106.8477,115.078125,120.09375,127.203125,137.65625,164.8125
1/3/2018,106.8242,115.078125,120.203125,127.421875,138.21875,165.5625
1/4/2018,106.7852,114.96875,120.09375,127.328125,138.25,165.53125
1/5/2018,106.7773,114.898438,119.9375,127.09375,137.71875,164.8125
1/8/2018,106.7773,114.882812,119.90625,127.046875,137.59375,164.71875
1/9/2018,106.7695,114.726562,119.46875,126.3125,136.09375,162.59375
1/10/2018,106.7695,114.710938,119.421875,126.234375,135.96875,162.46875
1/11/2018,106.7695,114.773438,119.546875,126.4375,136.375,163.25
1/12/2018,106.707,114.617188,119.359375,126.28125,136.40625,163.5625
1/16/2018,106.6758,114.59375,119.390625,126.375,136.71875,164.03125
1/17/2018,106.6289,114.414062,119.09375,126.015625,136.25,163.59375
1/18/2018,106.6289,114.359375,118.875,125.609375,135.34375,162.4375
1/19/2018,106.6055,114.234375,118.703125,125.328125,134.875,161.6875
1/22/2018,106.5898,114.140625,118.53125,125.078125,134.625,161.3125
1/23/2018,106.6445,114.328125,118.875,125.515625,135.15625,162.03125
1/24/2018,106.6055,114.210938,118.640625,125.140625,134.375,161
1/25/2018,106.5977,114.3125,118.859375,125.53125,135.3125,162.59375
1/26/2018,106.5273,114.0625,118.484375,125.078125,134.625,161.71875
1/29/2018,106.5195,113.96875,118.21875,124.6875,134,160.9375
1/30/2018,106.5273,113.921875,118.0625,124.390625,133.25,159.96875
1/31/2018,106.4805,113.804688,118.015625,124.46875,133.75,161.09375
2/1/2018,106.4492,113.648438,117.640625,123.859375,132.46875,159.25
2/2/2018,106.4648,113.5,117.15625,122.953125,130.71875,156.6875
2/5/2018,106.5977,113.882812,117.6875,123.609375,131.59375,157.46875
2/6/2018,106.5664,113.929688,117.921875,123.921875,131.96875,158.15625
2/7/2018,106.5039,113.671875,117.4375,123.125,130.5625,156.15625
2/8/2018,106.5039,113.65625,117.328125,122.890625,130,155.75
2/9/2018,106.6289,113.90625,117.578125,123.09375,130,155.59375
2/12/2018,106.5508,113.726562,117.3125,122.828125,130.28125,155.6875
2/13/2018,106.5273,113.734375,117.421875,122.96875,130.5,155.90625
2/14/2018,106.3867,113.304688,116.765625,122.140625,129.28125,154.46875
2/15/2018,106.3789,113.304688,116.875,122.359375,129.875,155.34375
2/16/2018,106.4102,113.390625,117.015625,122.546875,130.125,155.625
2/20/2018,106.3555,113.304688,116.90625,122.421875,129.8125,155.0625
2/21/2018,106.3398,113.1875,116.640625,121.921875,128.59375,153.28125
2/22/2018,106.3789,113.328125,116.84375,122.21875,129.0625,153.75
2/23/2018,106.4023,113.476562,117.15625,122.734375,129.96875,155.0625
2/26/2018,106.4336,113.539062,117.25,122.90625,130.125,155.1875
2/27/2018,106.3477,113.21875,116.765625,122.34375,129.40625,154.59375
2/28/2018,106.3555,113.3125,117.015625,122.796875,130.34375,155.875
3/1/2018,106.4805,113.710938,117.59375,123.53125,131.3125,157.0625
3/2/2018,106.4102,113.484375,117.171875,122.96875,130.34375,155.84375
3/5/2018,106.3945,113.40625,117.046875,122.734375,129.96875,155.3125
3/6/2018,106.3945,113.382812,117.03125,122.78125,130.28125,155.6875
3/7/2018,106.3633,113.367188,117,122.75,130.03125,155.3125
3/8/2018,106.3711,113.429688,117.15625,122.96875,130.46875,155.84375
3/9/2018,106.3633,113.359375,117,122.703125,130.0625,155.15625
3/12/2018,106.3789,113.445312,117.1875,123,130.65625,155.9375
3/13/2018,106.3945,113.476562,117.296875,123.21875,131.03125,156.71875
3/14/2018,106.4023,113.570312,117.53125,123.59375,131.8125,158
3/15/2018,106.3633,113.523438,117.5,123.53125,131.71875,157.90625
3/16/2018,106.3477,113.398438,117.328125,123.328125,131.34375,157.34375
3/19/2018,106.3555,113.429688,117.359375,123.359375,131.4375,157.40625
3/20/2018,106.2852,113.242188,117.078125,122.96875,130.71875,156.5
3/21/2018,106.3242,113.1875,116.953125,122.703125,130.4375,156.09375
3/22/2018,106.3711,113.492188,117.5,123.5625,131.6875,157.78125
3/23/2018,106.4102,113.617188,117.609375,123.640625,131.65625,157.65625
3/26/2018,106.3789,113.492188,117.453125,123.484375,131.65625,157.71875
3/27/2018,106.4492,113.75,117.875,124.03125,132.53125,158.8125
3/28/2018,106.4023,113.742188,117.890625,124.203125,132.78125,159.28125
3/29/2018,106.4258,113.84375,118.109375,124.59375,133.53125,160.4375
4/2/2018,106.4961,113.96875,118.234375,124.734375,133.625,160.46875
4/3/2018,106.4102,113.703125,117.828125,124.171875,132.78125,159.1875
4/4/2018,106.4102,113.6875,117.8125,124.0625,132.625,158.875
4/5/2018,106.3711,113.53125,117.546875,123.609375,131.78125,157.6875
4/6/2018,106.4492,113.789062,117.984375,124.265625,132.96875,159.25
4/9/2018,106.418,113.703125,117.875,124.171875,133,159.3125
4/10/2018,106.3789,113.609375,117.765625,124.046875,132.875,159.34375
4/11/2018,106.3789,113.625,117.8125,124.125,133.03125,159.59375
4/12/2018,106.3164,113.382812,117.4375,123.640625,132.28125,158.625
4/13/2018,106.2695,113.34375,117.484375,123.703125,132.3125,158.71875
4/16/2018,106.2773,113.335938,117.4375,123.703125,132.34375,158.875
4/17/2018,106.2695,113.359375,117.53125,123.90625,132.96875,159.8125
4/18/2018,106.1836,113.101562,117.125,123.328125,131.84375,158.5
4/19/2018,106.1758,112.984375,116.8125,122.828125,130.6875,156.875
4/20/2018,106.1523,112.84375,116.53125,122.40625,130,155.9375
4/23/2018,106.1211,112.71875,116.3125,122.15625,129.84375,155.90625
4/24/2018,106.1523,112.773438,116.3125,122.0625,129.40625,155.09375
4/25/2018,106.1289,112.679688,116.078125,121.65625,128.65625,154.09375
4/26/2018,106.1367,112.765625,116.28125,122,129.28125,154.96875
4/27/2018,106.1523,112.835938,116.484375,122.375,130.125,156.3125
4/30/2018,106.1445,112.90625,116.609375,122.640625,130.78125,157.09375
5/1/2018,106.1055,112.734375,116.359375,122.21875,130.03125,156
5/2/2018,106.1367,112.835938,116.5,122.359375,130.1875,156.09375
5/3/2018,106.1602,112.929688,116.65625,122.5625,130.4375,156.46875
5/4/2018,106.1289,112.914062,116.703125,122.609375,130.5625,156.6875
5/7/2018,106.1367,112.898438,116.671875,122.53125,130.46875,156.5625
5/8/2018,106.1133,112.796875,116.484375,122.328125,130.28125,156.40625
5/9/2018,106.0664,112.664062,116.25,121.9375,129.59375,155.625
5/10/2018,106.0508,112.671875,116.375,122.1875,130.09375,156.5625
5/11/2018,106.0586,112.671875,116.390625,122.203125,130.03125,156.71875
5/14/2018,106.0508,112.632812,116.21875,121.921875,129.65625,156.25
5/15/2018,105.9883,112.296875,115.59375,120.984375,127.96875,154.0625
5/16/2018,105.9805,112.265625,115.515625,120.84375,127.84375,153.90625
5/17/2018,105.9961,112.289062,115.5,120.671875,127.375,153.125
5/18/2018,106.043,112.476562,115.84375,121.140625,128.09375,154.125
5/21/2018,106.0117,112.453125,115.84375,121.203125,128.1875,154.21875
5/22/2018,106.0352,112.453125,115.84375,121.203125,128.15625,154.09375
5/23/2018,106.1445,112.757812,116.359375,121.90625,129.125,155.1875
5/24/2018,106.1836,112.835938,116.484375,122.15625,129.6875,156.1875
5/25/2018,106.2539,113.101562,116.921875,122.75,130.75,157.34375
5/29/2018,106.6367,114.0625,118.28125,124.421875,133.21875,160.6875
5/30/2018,106.4492,113.554688,117.59375,123.609375,132.3125,159.3125
5/31/2018,106.4336,113.578125,117.765625,123.875,132.875,160.15625
6/1/2018,106.293,113.1875,117.15625,123.078125,131.65625,158.46875
6/4/2018,106.207,112.992188,116.8125,122.671875,131,157.53125
6/5/2018,106.2461,113.117188,117.015625,122.875,131.25,157.75
6/6/2018,106.1836,112.867188,116.59375,122.28125,130.1875,156.3125
6/7/2018,106.2148,113.023438,116.90625,122.734375,131,157.625
6/8/2018,106.2383,113.054688,116.90625,122.734375,130.9375,157.5625
6/11/2018,106.1836,112.929688,116.75,122.515625,130.5625,157.125
6/12/2018,106.168,112.90625,116.734375,122.53125,130.625,157.21875
6/13/2018,106.0898,112.734375,116.484375,122.28125,130.28125,156.875
6/14/2018,106.0977,112.84375,116.75,122.65625,131.0625,157.9375
6/15/2018,106.1367,112.914062,116.890625,122.890625,131.375,158.4375
6/18/2018,106.1523,112.929688,116.90625,122.875,131.3125,158.1875
6/19/2018,106.1836,113.070312,117.15625,123.25,131.84375,158.90625
6/20/2018,106.1523,112.953125,116.9375,122.875,131.25,158.0625
6/21/2018,106.1914,113.101562,117.171875,123.203125,131.71875,158.59375
6/22/2018,106.1836,113.070312,117.15625,123.171875,131.75,158.625
6/25/2018,106.2227,113.210938,117.34375,123.453125,132.0625,159.125
6/26/2018,106.2148,113.195312,117.3125,123.390625,132,159
6/27/2018,106.2852,113.4375,117.71875,123.96875,133.03125,160.59375
6/28/2018,106.2461,113.328125,117.515625,123.75,132.71875,160.3125
6/29/2018,106.2383,113.289062,117.5,123.734375,132.6875,160.15625
7/2/2018,106.1836,113.171875,117.375,123.5625,132.5,159.9375
7/3/2018,106.2305,113.328125,117.671875,123.96875,133.21875,160.84375
7/5/2018,106.1602,113.234375,117.5625,123.875,133.25,161.03125
7/6/2018,106.1992,113.320312,117.65625,123.96875,133.375,161.3125
7/9/2018,106.168,113.1875,117.421875,123.640625,132.875,160.65625
7/10/2018,106.1133,113.085938,117.328125,123.515625,132.71875,160.46875
7/11/2018,106.1445,113.234375,117.578125,123.859375,133.21875,161.28125
7/12/2018,106.1211,113.164062,117.46875,123.71875,133.0625,161.15625
7/13/2018,106.1445,113.304688,117.65625,123.984375,133.4375,161.625
7/16/2018,106.1055,113.1875,117.484375,123.703125,132.875,160.6875
7/17/2018,106.0898,113.148438,117.4375,123.65625,132.8125,160.59375
7/18/2018,106.0898,113.125,117.375,123.53125,132.46875,160.09375
7/19/2018,106.1211,113.257812,117.59375,123.8125,133,160.6875
7/20/2018,106.1211,113.164062,117.3125,123.34375,131.96875,159.03125
7/23/2018,106.0508,112.867188,116.796875,122.578125,130.59375,157.03125
7/24/2018,106.0508,112.890625,116.859375,122.734375,130.9375,157.6875
7/25/2018,106.043,112.929688,116.984375,122.90625,131.1875,158.09375
7/26/2018,105.9883,112.75,116.65625,122.484375,130.4375,157.0625
7/27/2018,105.9961,112.8125,116.75,122.625,130.71875,157.40625
7/30/2018,105.9961,112.804688,116.703125,122.484375,130.40625,156.96875
7/31/2018,105.9961,112.804688,116.734375,122.625,130.71875,157.59375
8/1/2018,105.9883,112.6875,116.484375,122.21875,129.9375,156.375
8/2/2018,106.0195,112.796875,116.640625,122.40625,130.15625,156.5625
8/3/2018,106.0586,112.976562,116.90625,122.765625,130.71875,157.28125
8/6/2018,106.0586,113.015625,117.0625,122.9375,131,157.59375
8/7/2018,106.0195,112.851562,116.78125,122.578125,130.375,156.625
8/8/2018,106.0195,112.859375,116.8125,122.59375,130.34375,156.625
8/9/2018,106.0586,112.984375,117.03125,122.921875,131.0625,157.6875
8/10/2018,106.168,113.375,117.671875,123.75,132.375,159.46875
8/13/2018,106.1367,113.304688,117.5625,123.578125,132.0625,158.78125
8/14/2018,106.1055,113.203125,117.40625,123.359375,131.78125,158.3125
8/15/2018,106.1602,113.390625,117.75,123.796875,132.5,159.34375
8/16/2018,106.1289,113.28125,117.59375,123.578125,132.25,159.125
8/17/2018,106.1211,113.265625,117.578125,123.609375,132.28125,159.25
8/20/2018,106.1914,113.492188,117.953125,124.140625,133.21875,160.46875
8/21/2018,106.1523,113.390625,117.765625,123.921875,132.90625,159.9375
8/22/2018,106.168,113.476562,117.9375,124.140625,133.1875,160.375
8/23/2018,106.1445,113.429688,117.890625,124.1875,133.40625,160.71875
8/24/2018,106.1289,113.375,117.828125,124.109375,133.34375,160.6875
8/27/2018,106.0977,113.289062,117.65625,123.875,132.875,160.125
8/28/2018,106.0742,113.15625,117.40625,123.5,132.15625,159.125
8/29/2018,106.0352,113.085938,117.40625,123.53125,132.375,159.4375
8/30/2018,106.0742,113.203125,117.578125,123.765625,132.6875,159.78125
8/31/2018,106.1367,113.3125,117.6875,123.875,132.75,159.75
9/4/2018,106.0742,113.125,117.34375,123.296875,131.65625,158.125
9/5/2018,106.0977,113.148438,117.390625,123.3125,131.65625,158
9/6/2018,106.1211,113.265625,117.59375,123.625,132.15625,158.5625
9/7/2018,105.9805,112.898438,117.0625,122.953125,131.03125,157.1875
9/10/2018,105.9805,112.890625,117.078125,123,131.25,157.625
9/11/2018,105.9023,112.671875,116.734375,122.5625,130.4375,156.625
9/12/2018,105.9102,112.710938,116.84375,122.75,130.75,157.0625
9/13/2018,105.8945,112.695312,116.828125,122.75,130.875,157.25
9/14/2018,105.8398,112.546875,116.59375,122.40625,130.21875,156.375
9/17/2018,105.8477,112.539062,116.53125,122.34375,130.15625,156.25
9/18/2018,105.8164,112.390625,116.21875,121.859375,129.125,154.75
9/19/2018,105.7852,112.289062,116,121.484375,128.4375,153.6875
9/20/2018,105.7773,112.28125,116,121.546875,128.75,154.28125
9/21/2018,105.8164,112.328125,116.09375,121.625,128.875,154.5
9/24/2018,105.8164,112.3125,116.046875,121.5625,128.78125,154.34375
9/25/2018,105.7852,112.210938,115.875,121.328125,128.28125,153.8125
9/26/2018,105.8086,112.359375,116.171875,121.75,129,154.84375
9/27/2018,105.793,112.34375,116.1875,121.828125,129.1875,155.0625
9/28/2018,105.8086,112.390625,116.21875,121.828125,129,154.6875
10/1/2018,105.8008,112.351562,116.078125,121.578125,128.4375,153.8125
10/2/2018,105.8242,112.429688,116.25,121.84375,129,154.46875
10/3/2018,105.7305,112.0625,115.53125,120.734375,126.96875,151.59375
10/4/2018,105.6992,111.953125,115.28125,120.375,126.4375,150.71875
10/5/2018,105.6758,111.867188,115.09375,120.0625,125.78125,149.625
10/8/2018,105.707,111.9375,115.125,120.046875,125.53125,149.09375
10/9/2018,105.6836,111.929688,115.234375,120.265625,126.21875,150.3125
10/10/2018,105.707,111.921875,115.15625,120.078125,125.6875,149.46875
10/11/2018,105.7773,112.257812,115.828125,121.078125,127.34375,152.03125
10/12/2018,105.7852,112.242188,115.765625,120.984375,127.21875,151.78125
10/15/2018,105.7539,112.132812,115.59375,120.75,126.78125,151.15625
10/16/2018,105.7305,112.132812,115.640625,120.84375,126.96875,151.46875
10/17/2018,105.707,112.023438,115.453125,120.59375,126.65625,151.03125
10/18/2018,105.7148,112.109375,115.578125,120.65625,126.625,150.78125
10/19/2018,105.6602,111.976562,115.359375,120.375,126.1875,150.0625
10/22/2018,105.6758,112.007812,115.4375,120.453125,126.34375,150.15625
10/23/2018,105.7383,112.179688,115.6875,120.765625,126.71875,150.5625
10/24/2018,105.8086,112.398438,116.03125,121.203125,127.3125,151.0625
10/25/2018,105.793,112.335938,115.953125,121.109375,127.1875,151.03125
10/26/2018,105.9023,112.679688,116.453125,121.71875,127.96875,151.875
10/29/2018,105.8945,112.617188,116.390625,121.640625,127.84375,151.46875
10/30/2018,105.8398,112.515625,116.203125,121.375,127.40625,150.8125
10/31/2018,105.7695,112.296875,115.84375,120.90625,126.5625,149.53125
11/1/2018,105.8164,112.390625,116,121.078125,126.9375,150
11/2/2018,105.6914,112.078125,115.453125,120.328125,125.65625,148.3125
11/5/2018,105.7148,112.117188,115.578125,120.484375,126.03125,148.90625
11/6/2018,105.668,112.007812,115.421875,120.34375,125.9375,149
11/7/2018,105.6445,111.960938,115.421875,120.34375,125.84375,149.125
11/8/2018,105.6055,111.828125,115.203125,120.140625,125.71875,149.0625
11/9/2018,105.6758,112.03125,115.546875,120.5625,126.375,149.9375
11/12/2018,105.7461,112.21875,115.8125,120.890625,126.96875,150.875
11/13/2018,105.7461,112.296875,115.9375,121.046875,127.09375,150.5625
11/14/2018,105.8086,112.445312,116.15625,121.296875,127.375,150.90625
11/15/2018,105.8242,112.5,116.21875,121.328125,127.25,150.59375
11/16/2018,105.918,112.734375,116.578125,121.78125,128.0625,151.65625
11/19/2018,105.9805,112.851562,116.71875,121.9375,128.25,151.875
11/20/2018,105.957,112.828125,116.75,122.015625,128.5625,152.21875
11/21/2018,105.918,112.734375,116.640625,121.890625,128.375,152.03125
11/26/2018,105.8789,112.6875,116.578125,121.796875,128.28125,151.8125
11/27/2018,105.8945,112.765625,116.671875,121.9375,128.375,151.78125
11/28/2018,105.9414,112.890625,116.828125,122.09375,128.4375,151.5625
11/29/2018,105.9336,112.890625,116.890625,122.171875,128.59375,151.6875
11/30/2018,105.9492,112.929688,117.015625,122.421875,129.03125,151.96875
12/3/2018,105.9023,112.9375,117.140625,122.703125,129.6875,152.90625
12/4/2018,105.957,113.125,117.578125,123.453125,131.28125,155.65625
12/6/2018,106.0742,113.390625,117.96875,124,132.3125,156.75
12/7/2018,106.1914,113.664062,118.265625,124.265625,132.5,156.59375
12/10/2018,106.168,113.59375,118.203125,124.1875,132.5625,156.96875
12/11/2018,106.1055,113.453125,117.984375,123.9375,132.34375,157.0625
12/12/2018,106.0742,113.367188,117.8125,123.65625,131.875,156.625
12/13/2018,106.082,113.390625,117.8125,123.640625,131.59375,156.3125
12/14/2018,106.1289,113.523438,117.953125,123.859375,131.875,156.78125
12/17/2018,106.1992,113.65625,118.21875,124.1875,132.375,157.53125
12/18/2018,106.3086,113.835938,118.421875,124.546875,133,158.46875
12/19/2018,106.3242,113.976562,118.765625,125.0625,134.21875,160.375
12/20/2018,106.2617,113.875,118.640625,124.96875,133.9375,160.34375
12/21/2018,106.3164,113.9375,118.59375,124.90625,133.9375,159.90625
12/26/2018,106.418,114.015625,118.59375,124.859375,133.875,159.40625
12/27/2018,106.5273,114.335938,119.109375,125.453125,134.65625,160
12/28/2018,106.5508,114.40625,119.1875,125.515625,134.625,159.59375
12/31/2018,106.6133,114.671875,119.640625,126.109375,135.25,160.3125
1/2/2019,106.5742,114.65625,119.765625,126.34375,135.90625,161.28125
1/3/2019,106.832,115.265625,120.71875,127.53125,137.78125,163.65625
1/4/2019,106.6211,114.726562,119.875,126.359375,136,161.46875
1/7/2019,106.5352,114.546875,119.625,126.09375,135.625,161.375
1/8/2019,106.4102,114.296875,119.3125,125.734375,135.125,160.96875
1/9/2019,106.4492,114.351562,119.28125,125.625,134.6875,160.09375
1/10/2019,106.4414,114.34375,119.265625,125.609375,134.40625,159.375
1/11/2019,106.4805,114.492188,119.515625,125.9375,134.875,159.78125
1/14/2019,106.5,114.484375,119.484375,125.828125,134.5625,159.09375
1/15/2019,106.5078,114.5,119.484375,125.828125,134.5625,158.9375
1/16/2019,106.4727,114.398438,119.28125,125.609375,134.34375,158.71875
1/17/2019,106.4375,114.273438,119.078125,125.390625,134.21875,158.71875
1/18/2019,106.3398,114.015625,118.734375,125,133.65625,158.125
1/22/2019,106.4102,114.257812,119.125,125.546875,134.5,159.25
1/23/2019,106.3789,114.148438,118.9375,125.28125,134.09375,158.90625
1/24/2019,106.4375,114.359375,119.328125,125.75,134.90625,159.9375
1/25/2019,106.3672,114.148438,118.984375,125.328125,134.21875,159.125
1/28/2019,106.375,114.195312,119.046875,125.40625,134.28125,159.15625
1/29/2019,106.4258,114.34375,119.34375,125.75,134.78125,159.78125
1/30/2019,106.5,114.546875,119.546875,125.9375,134.8125,159.34375
1/31/2019,106.6289,114.828125,120.046875,126.640625,135.875,160.78125
2/1/2019,106.5234,114.484375,119.5,125.984375,135.0625,159.84375
2/4/2019,106.4727,114.367188,119.265625,125.625,134.40625,159.125
2/5/2019,106.4883,114.460938,119.4375,125.859375,134.8125,159.78125
2/6/2019,106.4805,114.484375,119.46875,125.875,134.78125,159.78125
2/7/2019,106.5664,114.71875,119.84375,126.4375,135.625,161
2/8/2019,106.5898,114.773438,119.921875,126.609375,135.96875,161.6875
2/11/2019,106.5391,114.609375,119.6875,126.296875,135.53125,161.03125
2/12/2019,106.5039,114.53125,119.515625,126.046875,135.09375,160.375
2/13/2019,106.4297,114.359375,119.296875,125.796875,134.90625,160.09375
2/14/2019,106.5078,114.609375,119.71875,126.296875,135.59375,160.65625
2/15/2019,106.4688,114.507812,119.625,126.234375,135.6875,161.03125
2/19/2019,106.5117,114.632812,119.78125,126.421875,135.96875,161.1875
2/20/2019,106.4961,114.59375,119.734375,126.34375,135.71875,160.875
2/21/2019,106.4453,114.429688,119.453125,125.9375,134.90625,159.5
2/22/2019,106.5156,114.632812,119.703125,126.28125,135.53125,160.25
2/25/2019,106.4805,114.53125,119.578125,126.09375,135.28125,159.875
2/26/2019,106.5312,114.703125,119.90625,126.5,135.9375,160.5625
2/27/2019,106.4727,114.476562,119.453125,125.875,134.625,158.6875
2/28/2019,106.4258,114.375,119.25,125.640625,134.21875,157.90625
3/1/2019,106.3203,114.125,118.859375,125.171875,133.5625,156.84375
3/4/2019,106.3477,114.25,119.09375,125.484375,134.15625,157.84375
3/5/2019,106.332,114.25,119.125,125.53125,134.15625,157.96875
3/6/2019,106.3906,114.398438,119.40625,125.84375,134.625,158.53125
3/7/2019,106.4922,114.6875,119.890625,126.46875,135.53125,159.875
3/8/2019,106.5117,114.742188,119.984375,126.625,135.6875,160.34375
3/11/2019,106.4883,114.671875,119.890625,126.453125,135.40625,159.75
3/12/2019,106.5547,114.796875,120.109375,126.859375,136.125,160.90625
3/13/2019,106.5547,114.796875,120.109375,126.8125,135.90625,160.46875
3/14/2019,106.5234,114.726562,119.9375,126.578125,135.25,159.5
3/15/2019,106.5664,114.867188,120.21875,127,135.9375,160.375
3/18/2019,106.5391,114.796875,120.09375,126.890625,135.90625,160.59375
3/19/2019,106.5156,114.757812,120.015625,126.796875,135.5625,160.125
3/20/2019,106.6641,115.164062,120.640625,127.609375,136.71875,161.625
3/21/2019,106.6367,115.132812,120.59375,127.59375,136.90625,162
3/22/2019,106.8164,115.554688,121.265625,128.5,138.28125,164.3125
3/25/2019,106.9609,115.835938,121.5625,128.921875,138.75,164.96875
3/26/2019,106.9453,115.867188,121.65625,128.984375,138.8125,164.9375
3/27/2019,107.0391,116.007812,121.921875,129.421875,139.8125,166.375
3/28/2019,106.9922,115.859375,121.734375,129.234375,139.8125,166.71875
3/29/2019,106.875,115.625,121.4375,128.96875,139.40625,166.3125
4/1/2019,106.7734,115.3125,120.828125,128.03125,137.9375,164.25
4/2/2019,106.8086,115.429688,121.015625,128.21875,138.0625,164.34375
4/3/2019,106.7617,115.28125,120.71875,127.8125,137.25,163.09375
4/4/2019,106.7422,115.289062,120.78125,127.875,137.4375,163.3125
4/5/2019,106.7266,115.296875,120.84375,128.015625,137.6875,163.625
4/8/2019,106.6953,115.226562,120.703125,127.796875,137.375,163.15625
4/9/2019,106.7266,115.328125,120.875,128.03125,137.71875,163.59375
4/10/2019,106.7617,115.445312,121.03125,128.265625,138,163.75
4/11/2019,106.6953,115.273438,120.8125,127.953125,137.46875,162.875
4/12/2019,106.6094,114.976562,120.34375,127.359375,136.6875,161.84375
4/15/2019,106.6094,115,120.390625,127.46875,136.84375,162.0625
4/16/2019,106.5625,114.820312,120.0625,126.984375,136.09375,161.21875
4/17/2019,106.5859,114.875,120.09375,127.015625,136.03125,161.1875
4/18/2019,106.6172,115,120.34375,127.359375,136.53125,162.03125
4/22/2019,106.6133,114.9375,120.171875,127.046875,135.9375,161.125
4/23/2019,106.6641,115.070312,120.359375,127.265625,136.21875,161.5
4/24/2019,106.7461,115.28125,120.765625,127.8125,137.09375,162.6875
4/25/2019,106.7188,115.21875,120.640625,127.671875,136.9375,162.46875
4/26/2019,106.8047,115.398438,120.90625,127.984375,137.375,163.03125
4/29/2019,106.7891,115.289062,120.6875,127.671875,136.75,161.9375
4/30/2019,106.8359,115.453125,120.921875,127.984375,137.28125,162.75
5/1/2019,106.7578,115.335938,120.796875,127.921875,137.375,163.3125
5/2/2019,106.6758,115.078125,120.421875,127.453125,136.6875,162.53125
5/3/2019,106.6875,115.164062,120.59375,127.6875,137.125,163.03125
5/6/2019,106.7383,115.335938,120.859375,128.03125,137.53125,163.65625
5/7/2019,106.7969,115.523438,121.25,128.625,138.5,164.96875
5/8/2019,106.7695,115.375,120.96875,128.234375,137.9375,164.1875
5/9/2019,106.8242,115.53125,121.21875,128.546875,138.4375,164.59375
5/10/2019,106.8555,115.546875,121.21875,128.546875,138.40625,164.8125
5/13/2019,106.9688,115.851562,121.671875,129.109375,139.25,165.84375
5/14/2019,106.9336,115.773438,121.5625,128.9375,138.96875,165.34375
5/15/2019,107,115.984375,121.90625,129.359375,139.625,166.25
5/16/2019,106.918,115.820312,121.640625,129.078125,139.1875,165.65625
5/17/2019,106.9219,115.835938,121.71875,129.1875,139.4375,166.125
5/20/2019,106.8789,115.726562,121.53125,128.984375,139.15625,165.78125
5/21/2019,106.8086,115.609375,121.375,128.84375,138.96875,165.5625
5/22/2019,106.8516,115.789062,121.65625,129.21875,139.4375,166.15625
5/23/2019,107.0469,116.265625,122.4375,130.265625,141.15625,168.78125
5/24/2019,106.9648,116.085938,122.171875,130,140.8125,168.1875
5/28/2019,107.043,116.3125,122.625,130.5625,141.78125,169.5625
5/29/2019,107.1172,116.4375,122.84375,130.921875,142.46875,170.625
5/30/2019,107.1211,116.46875,122.9375,131.0625,142.84375,171.21875
5/31/2019,107.3828,116.953125,123.625,131.984375,144.03125,173.3125
6/3/2019,107.5938,117.382812,124.203125,132.703125,145,174.53125
6/4/2019,107.5234,117.195312,123.859375,132.171875,144.03125,172.65625
6/5/2019,107.5742,117.289062,123.890625,132.109375,143.78125,171.84375
6/6/2019,107.4844,117.179688,123.875,132.078125,143.90625,172.21875
6/7/2019,107.5391,117.328125,124.125,132.578125,144.90625,173.8125
6/10/2019,107.4219,117.046875,123.671875,131.90625,143.84375,172.15625
6/11/2019,107.3906,117.054688,123.71875,132,143.96875,172.40625
6/12/2019,107.4492,117.1875,123.890625,132.171875,143.96875,172.09375
6/13/2019,107.5742,117.429688,124.265625,132.609375,144.625,172.9375
6/14/2019,107.5156,117.320312,124.203125,132.578125,144.6875,173.25
6/17/2019,107.4844,117.320312,124.21875,132.671875,145,173.65625
6/18/2019,107.4805,117.382812,124.421875,132.984375,145.375,174.46875
6/19/2019,107.6875,117.71875,124.765625,133.34375,145.78125,174.84375
6/20/2019,107.7461,117.851562,124.96875,133.59375,146.09375,175.15625
6/21/2019,107.6406,117.539062,124.421875,132.84375,144.96875,173.15625
6/24/2019,107.7305,117.804688,124.859375,133.375,145.8125,174.53125
6/25/2019,107.7383,117.890625,125.046875,133.703125,146.25,175.25
6/26/2019,107.5938,117.554688,124.484375,133.046875,145.3125,173.96875
6/27/2019,107.6641,117.765625,124.828125,133.546875,146.09375,175.28125
6/28/2019,107.6445,117.765625,124.890625,133.578125,145.96875,175.1875
7/1/2019,107.5508,117.570312,124.59375,133.1875,145.375,174.25
7/2/2019,107.5938,117.796875,125.046875,133.84375,146.4375,175.84375
7/3/2019,107.6016,117.828125,125.140625,134.15625,147.03125,177.09375
7/5/2019,107.3672,117.296875,124.390625,133.078125,145.40625,174.59375
7/8/2019,107.3555,117.265625,124.375,133.203125,145.78125,175.40625
7/9/2019,107.3047,117.140625,124.203125,132.921875,145.46875,175.03125
7/10/2019,107.4531,117.351562,124.34375,132.890625,145.03125,173.78125
7/11/2019,107.3867,117.109375,123.90625,132.1875,143.90625,171.71875
