date,IVE,IVV,SPY,VOOV
2016-04-21,79.5709940505635,187.171774821054,185.079277006742,76.6798876103743
2016-04-22,80.0641490642508,187.145043633561,185.079277006742,77.1647649484706
2016-04-25,79.7872901091983,186.815358987823,184.760434400609,76.8097654687929
2016-04-26,80.1593193300501,187.1272228419,185.034990654424,77.216716091838
2016-04-27,80.6697780284282,187.4747282793,185.415837519363,77.7535445733018
2016-04-28,79.9603269561061,185.853036238101,183.733049127041,77.0089115183682
2016-04-29,79.3546979919287,184.855071905055,182.741098780775,76.5500097519556
2016-05-02,79.9170677443792,186.298556029639,184.193603100817,77.0435456139465
2016-05-03,79.095142721567,184.667953592609,182.590535988115,76.2036687961725
2016-05-04,78.4808619150442,183.616526884578,181.572003025237,75.701474410287
2016-05-05,78.4635582303534,183.563064509594,181.536581383043,75.5715965518684
2016-05-06,78.6625506042974,184.275896176055,182.200836812487,75.8226937448111
2016-05-09,78.5068174420804,184.45410409267,182.351399605146,75.6841573624979
2016-05-10,79.4844756271096,186.690613446192,184.618723032966,76.5933023714285
2016-05-11,78.8874985052776,184.953086259193,182.891661573434,76.0824494616484
2016-05-12,78.93940955935,185.042190217501,182.944800236442,76.0218397943864
2016-05-13,78.0655734824654,183.331394217994,181.350584548756,75.2858652633473
2016-05-16,78.7836763971329,185.184756550793,183.139649381419,76.052837309929
2016-05-17,78.2299584870279,183.554154113763,181.430304942702,75.39652119872
2016-05-18,78.2645658564094,183.571974905425,181.48344360571,75.3811090261877
2016-05-19,78.0742253248108,182.921516009779,180.854608932786,75.1992800244016
2016-05-20,78.5241211267712,184.035315488624,181.99713535682,75.6928158863925
2016-05-23,78.3856916492449,183.785824405363,181.749148434509,75.640864743025
2016-05-24,79.2595277261294,186.173810488008,184.105030396181,76.4374489413261
2016-05-25,79.9862824831423,187.430176300146,185.353834146231,77.1128138051031
2016-05-26,79.8651566903068,187.501459466792,185.406971923565,76.9829359466844
2016-05-27,80.1939266994317,188.276663904069,186.204086409962,77.3206183785729
2016-05-31,80.0814527489416,187.982620841653,185.849808876527,77.2600087113109
2016-06-01,80.2804451228856,188.339036674884,186.230655741466,77.381228045835
2016-06-02,80.5140448662112,188.953853987207,186.797487041257,77.5890326193048
2016-06-03,80.245837753504,188.321215883222,186.239508052155,77.4591547608862
2016-06-06,80.8255111906453,189.363732195422,187.187185331212,77.9440320989825
2016-06-07,81.04180724928,189.586492091191,187.479446206406,78.1345196246632
2016-06-08,81.3013625196418,190.192399007683,188.090562972842,78.3596412459222
2016-06-09,81.1023701456978,189.969639111914,187.833723739841,78.2296768022646
2016-06-10,80.3323561769579,188.17864954993,186.053523617302,77.4504096517527
2016-06-13,79.7267272127806,186.690613446192,184.618723032966,76.8876921838441
2016-06-14,79.4325645730373,186.352018404623,184.255593188841,76.4980586085881
2016-06-15,79.3633498342741,186.022333758885,183.99875395584,76.8097654687929
2016-06-16,79.648860631672,186.628240675377,184.547867349144,76.7318387537417
2016-06-17,79.6402087893266,185.924319404747,183.864524761354,76.8097654687929
2016-06-20,80.1160601183232,187.153954029392,185.048624029828,77.2340331396272
2016-06-21,80.3692294638498,187.668836797275,185.573896797841,77.462618170444
2016-06-22,80.2387034307231,187.355488391212,185.271198745594,77.3755619576204
2016-06-23,81.4569464065719,189.799605958507,187.683901542109,78.2787701656653
2016-06-24,78.3156198759905,183.076044445543,180.9443453808,75.5647927308894
2016-06-27,76.8102196272631,179.620259167242,177.703658409542,74.0848371128881
2016-06-28,78.1676903717803,182.977563517923,180.908726303886,75.3036240924186
2016-06-29,79.5947750006316,186.039425085745,183.989166602183,76.7010504206631
2016-06-30,80.8391231831057,188.456684218235,186.499802273635,77.8891936132797
2016-07-01,80.8565266541893,189.020711349149,186.891535553981,78.0371891750798
2016-07-05,80.047265248804,187.686742420479,185.547189612546,77.149215804279
2016-07-06,80.5432641746853,188.761079812697,186.660063191377,77.6367305960912
2016-07-07,80.3692294638498,188.599929203864,186.544319887685,77.5235575194205
2016-07-08,81.6222793818656,191.464828916445,189.322047888953,78.5944359933637
2016-07-11,81.918138390286,192.190006656192,189.989772036251,78.9512794097277
2016-07-12,82.7012945890459,193.541881208067,191.369737944899,79.6792434613587
2016-07-13,82.7970136800055,193.523975584863,191.343029869305,79.7818827362777
2016-07-14,83.2408021926361,194.589360165479,192.411385834087,80.2146391702238
2016-07-15,83.1102761595094,194.302870194221,192.15320539589,80.1526551466934
2016-07-18,83.2408021926361,194.84003889033,192.669580517065,80.2658282233641
2016-07-19,83.1624865727601,194.625171411886,192.473712986593,80.1073859160251
2016-07-20,83.3104160769703,195.448830079254,193.274976621559,80.2745338446465
2016-07-21,83.0145570685499,194.74155796271,192.544938676236,80.0098829576627
2016-07-22,83.4757490522641,195.592075064883,193.408529463708,80.4090356934589
2016-07-25,83.1189778950512,195.090717615181,192.883243341212,80.0351292593815
2016-07-26,83.3104160769703,195.171292919597,192.972278569312,80.2571226020817
2016-07-27,82.9884518619246,194.974331064357,192.767513392002,79.9437202359168
2016-07-28,82.9188379775904,195.207104166005,192.990088107769,79.9001050732921
2016-07-29,82.9884518619246,195.502546948864,193.301684697152,80.0133652061756
2016-08-01,82.5707685559193,195.278726658819,193.141437133892,79.5084391717987
2016-08-02,82.0660678944962,194.123813962185,191.903922604531,79.055746865116
2016-08-03,82.4837512005015,194.696793904701,192.464801985273,79.4213829589751
2016-08-04,82.466347729418,194.875850136737,192.669580517065,79.4575983435098
2016-08-05,83.2930126058867,196.424686543852,194.245399711403,80.2148132826495
2016-08-08,83.3452230191374,196.31725280463,194.129669762193,80.3180619510583
2016-08-09,83.3278195480539,196.442592167055,194.245399711403,80.3441788149053
2016-08-10,83.0145570685499,195.959140340557,193.764643667141,80.0046595848933
2016-08-11,83.5279594655147,196.863374312341,194.663841067342,80.529434435794
2016-08-12,83.4583455811805,196.702223703508,194.494695857245,80.431235027729
2016-08-15,83.7455028540591,197.293109269228,195.055574347688,80.7098149087645
2016-08-16,83.3887316968463,196.290394369824,194.049546425712,80.3702956787524
2016-08-17,83.6062750853907,196.648506833897,194.414558275983,80.5966418320938
2016-08-18,83.9543445070618,197.10510022559,194.850810060678,80.8055767428704
2016-08-19,83.7455028540591,196.800704631128,194.565907302106,80.7098149087645
2016-08-22,83.6149768209325,196.738034949915,194.557009655269,80.5792305895291
2016-08-23,83.7455028540591,197.149864283599,194.948742935615,80.8142823641528
2016-08-24,83.4583455811805,196.21877187701,193.951612660476,80.3475740072055
2016-08-25,83.362626490221,196.02181002177,193.818059818327,80.3006507084935
2016-08-26,83.1624865727601,195.672650369299,193.453033723275,80.2048888743876
2016-08-29,83.7368011185174,196.603742775888,194.405660629145,80.7185205300468
2016-08-30,83.7019941763503,196.299347181426,194.085152148143,80.6478308852341
2016-08-31,83.4583455811805,195.753225673715,193.533171304537,80.4747631341408
2016-09-01,83.3887316968463,195.771131296919,193.542068951375,80.3093563297759
2016-09-02,83.7803097962262,196.630601210693,194.414558275983,80.7011092874821
2016-09-06,83.9891514492289,197.293109269228,195.002159086801,80.9361610621059
2016-09-07,84.0152566558542,197.25729802282,194.984349548344,80.8799227486218
2016-09-08,84.0674670691049,196.791751819526,194.539200116812,81.084156623906
2016-09-09,82.1008748366633,192.073620105369,189.882940624178,79.149506406327
2016-09-12,83.2233987215525,194.84003889033,192.60725247426,80.1874776318229
2016-09-13,81.7876123571594,192.010950424156,189.838423010128,78.95998503101
2016-09-14,81.491753348739,191.903516684934,189.767197320485,78.5856433158685
2016-09-15,82.23140086979,193.846276802528,191.663538350308,79.273387397175
2016-09-16,81.7963140927012,193.040523758365,190.926429651415,78.8677925016298
2016-09-19,81.9094366547442,193.139004685985,190.962230259293,78.95998503101
2016-09-20,81.83982277041,193.156910309189,190.971173029048,79.0217949421148
2016-09-21,82.814417151089,195.314537905226,193.118734355566,79.7861348393144
2016-09-22,83.2233987215525,196.51421465987,194.335668682981,80.2447387776342
2016-09-23,82.8231188866308,195.484641325661,193.270850922789,79.8330026725524
2016-09-26,82.0886401964916,193.875903446681,191.704926661086,79.0971338890021
2016-09-27,82.4826656694348,195.054726530994,192.895030889608,79.4387872527933
2016-09-28,83.1656431558696,196.080572573831,193.852474565396,80.1746560363437
2016-09-29,82.3951044532252,194.316837272111,192.098634023405,79.4650682807772
2016-09-30,83.1481309126276,195.774618490879,193.548241430949,80.183416379005
2016-10-03,82.8854472639989,195.171708974475,193.082934642502,79.876804385859
2016-10-04,82.430128939709,194.316837272111,192.098634023405,79.4212665674707
2016-10-05,82.9905207234504,195.171708974475,192.94871793181,80.0292343481659
2016-10-06,83.069325818039,195.360680613945,193.082934642502,80.0520112390853
2016-10-07,82.8066421694102,194.595795406567,192.420767014384,79.8330026725524
2016-10-10,83.2006676423534,195.576648201911,193.422968384826,80.1957684621574
2016-10-11,82.1849575343221,193.165010136294,190.980116693617,79.289861427551
2016-10-12,82.219982020806,193.407973672756,191.230677102884,79.2460597142444
2016-10-13,81.9310300073143,192.81406280585,190.604296660436,78.983249434405
2016-10-14,81.9572983721772,192.832060104847,190.702726185457,79.0095304623889
2016-10-17,81.7033708451694,192.193155990449,190.040572874362,78.7642408678721
2016-10-18,82.1411769262173,193.38097772426,191.230677102884,79.2022580009378
2016-10-19,82.4476411829509,193.857906147684,191.740713846756,79.5055410638725
2016-10-20,82.3250554802575,193.524956116237,191.382793670107,79.4125062248094
2016-10-21,82.0973963181126,193.614942611223,191.472267003165,79.123414916986
2016-10-24,82.2462503856689,194.469814313587,192.286550303693,79.3030019415429
2016-10-25,82.1586891694593,193.848907498185,191.642283426921,79.2022580009378
2016-10-26,82.2550065072898,193.44396827075,191.257519729171,79.2811010848897
2016-10-27,82.1674452910802,192.913047950334,190.74746956309,79.2285390289218
2016-10-28,81.8434687911047,192.346133031924,190.183732354808,78.8781253224692
2016-10-31,81.8960055208305,192.292141134933,190.192689441585,78.9482080637597
2016-11-01,81.4319310749197,190.978338308142,188.814668932775,78.4663892173875
2016-11-02,81.0028811154927,189.781517924832,187.678264273849,78.1150994766688
2016-11-03,80.7839780749687,188.989636768958,186.819237595689,77.9320083150473
2016-11-04,80.6438801290333,188.674684036508,186.613433986263,77.7042394058532
2016-11-07,82.4038605748461,192.859056053343,190.729569706558,79.4125062248094
2016-11-08,82.7015687099587,193.749922353701,191.588597279533,79.6928371899714
2016-11-09,84.1200604125541,195.891600934361,193.619828329683,81.0156489318298
2016-11-10,85.0131848178919,196.278542862799,194.103021552454,81.9617659392517
2016-11-11,84.8730868719566,195.927595532355,193.655614620539,81.7953194286867
2016-11-14,85.5122837502866,195.981587429346,193.807731187763,82.41730375764
2016-11-15,86.1339683853747,197.538353792599,195.319969302077,83.0392004831667
2016-11-16,85.5998449664962,197.286391606639,194.953092038652,82.4786261562692
2016-11-17,85.8712847367459,198.177257906997,195.95529251428,82.8027588347378
2016-11-18,85.7574551556735,197.78131732906,195.516829246934,82.6801140374794
2016-11-21,86.3528714258987,199.221101248831,196.993266753371,83.2232552824809
2016-11-22,86.5455061015598,199.554051280279,197.378043873329,83.4422638490137
2016-11-23,86.7994336285676,199.770018868244,197.485417062919,83.6612724155465
2016-11-25,87.132166250164,200.498909477628,198.219170694957,83.9591240660312
2016-11-28,86.6593356826322,199.617041826769,197.288557118063,83.5386276182882
2016-11-29,86.6593356826322,199.940993208717,197.673334238021,83.4948259049816
2016-11-30,87.0533611555754,199.347082341811,197.199083785004,83.9678844086925
2016-12-01,87.3072886825832,198.627190381926,196.47428634493,84.1449309338777
2016-12-02,87.1847029798898,198.7891660729,196.572703342557,84.037967149983
2016-12-05,87.6838019122845,199.940993208717,197.75386390651,84.5112008605472
2016-12-06,88.1128518717115,200.660885168603,198.38023092675,84.9227617587757
2016-12-07,89.3299527770248,203.252496224191,200.975199185182,86.0528459620852
2016-12-08,89.5838803040326,203.738423297113,201.467336072523,86.3156562419246
2016-12-09,90.0654669931853,205.034228824907,202.684283822146,86.8149957736195
2016-12-12,89.9954180202177,204.782266638947,202.451636691619,86.7361526896677
2016-12-13,90.4507363445075,206.114066764736,203.802801151934,87.1741698227334
2016-12-14,89.496319087823,204.557300401483,202.120560036071,86.2000197187953
2016-12-15,89.9691496553548,205.241197763375,202.952730665737,86.7098716616837
2016-12-16,89.8115394661775,204.926245030925,202.558050640748,86.604747549748
2016-12-19,89.9341251688709,205.304188309865,202.999104067915,86.6585360536885
2016-12-20,90.3369067634351,206.114066764736,203.782184839105,86.9700538387248
2016-12-21,90.1372864539448,205.604824190962,203.215132091627,86.8642723015197
2016-12-22,90.0051461786507,205.306164132933,202.864094766489,86.7761210205156
2016-12-23,90.1372864539448,205.441918704765,203.161128911115,86.9436084544235
2016-12-27,90.2870454326114,206.021138211245,203.66518109834,87.0405748635281
2016-12-28,89.5294411875919,204.328731215748,201.981988812253,86.2472133344905
2016-12-29,89.4413476707292,204.31063060617,201.936994712758,86.1855074377875
2016-12-30,89.3092073954351,203.622807442225,201.198908041062,86.02595361917
2017-01-03,90.0403835853958,205.061805903637,202.738081044609,86.742711685015
2017-01-04,90.5865633899447,206.301697659696,203.944209682306,87.269768194139
2017-01-05,90.2253799708075,206.111641259133,203.782184839105,86.9524235825239
2017-01-06,90.4191857079055,206.926168690121,204.511275931255,87.1110958883314
2017-01-09,89.7849123864939,206.256446135753,203.836202421185,86.5469276899047
2017-01-10,89.8641965516703,206.165943087865,203.836202421185,86.6527092271097
2017-01-11,90.1372864539448,206.718011679979,204.41226424968,86.8730874296202
2017-01-12,89.8818152550429,206.319798269274,203.899202081341,86.6615243552101
2017-01-13,90.013955530337,206.699911070402,204.367256648714,86.7761210205156
2017-01-17,89.5734879460233,206.021138211245,203.647175537679,86.3532593255385
2017-01-18,89.758484331435,206.41935162195,204.097224544393,86.5292974337038
2017-01-19,89.3003980437488,205.758679372371,203.341145813507,86.0709107724821
2017-01-20,89.5911066493959,206.437452231528,204.088228064748,86.3353646154947
2017-01-23,89.2123045268861,205.957786077724,203.557160335749,86.0003897476788
2017-01-24,89.9434807168468,207.215778443361,204.862313256393,86.679154611411
2017-01-25,90.7098943135525,208.899135134069,206.635507242941,87.4725161404486
2017-01-26,90.6394195000623,208.835783000548,206.419479219228,87.3491043470427
2017-01-27,90.2870454326114,208.519022332942,206.095443034297,86.9876840949256
2017-01-30,89.7320562763762,207.279130576882,204.817305655428,86.5381125618043
2017-01-31,89.8289591449252,207.188627528995,204.799300094767,86.6086335866076
2017-02-01,89.661581462886,207.29723118646,204.880305315583,86.3706251278963
2017-02-02,89.6968188696311,207.36963362477,205.015328118479,86.4631839729507
2017-02-03,90.5601353348859,208.871984219703,206.428474798774,87.2873102990588
2017-02-06,90.2782360809251,208.500921723364,206.059431912976,86.9612387106243
2017-02-07,90.1196677505722,208.491871418575,206.068440993992,86.8466420453189
2017-02-08,90.1549051573173,208.745279952661,206.338473098314,86.9257137443797
2017-02-09,90.8156065337878,209.967071099143,207.562607296672,87.5430371652519
2017-02-10,91.176789952925,210.790648834919,208.381686587811,87.8780120330678
2017-02-13,91.6877323507288,211.958138152669,209.51581818561,88.3981045909925
2017-02-14,92.2074841002189,212.808866802812,210.352903037411,88.9005668927163
2017-02-15,92.6479516845326,213.894903377463,211.451023513889,89.2796174010343
2017-02-16,92.5598581676698,213.786299719998,211.271006611497,89.1914661200301
2017-02-17,92.6655703879051,214.030657949294,211.604038375975,89.314877913436
2017-02-21,93.2998437093168,215.324851534086,212.864183695654,89.9319368804652
2017-02-22,93.1677034340227,215.198147267044,212.675157712246,89.7644494465573
2017-02-23,93.3615091711207,215.37010305803,212.819176094688,89.9495671366661
2017-02-24,93.3262717643756,215.632561896904,213.08920819901,89.9407520085657
2017-02-27,93.4936494464148,215.967423174088,213.422240863586,90.0729789300719
2017-02-28,93.2293688958266,215.424404886763,212.846178134993,89.9643765518748
2017-03-01,94.6388651656302,218.311452114376,215.825500759238,91.2453909674275
2017-03-02,94.0398292509637,217.053459748739,214.466357259454,90.6547773846995
2017-03-03,94.0045918442186,217.180164015781,214.60136656088,90.5534034115447
2017-03-06,93.6434084250814,216.546642680568,213.96230507223,90.2140209796786
2017-03-07,93.2029408407678,215.913121345355,213.323229182011,89.8455486250811
2017-03-08,92.8769948283757,215.478706715495,212.927184255908,89.5176258597456
2017-03-09,93.0355631587286,215.686863725637,213.197216360229,89.6410376531514
2017-03-10,93.2557969508854,216.438039023103,213.944298611471,89.8614158556619
2017-03-13,93.2469875991991,216.564743290146,214.05230677269,89.8526007275615
2017-03-14,92.8681854766894,215.795467383102,213.23321398008,89.5352561159464
2017-03-15,93.59936166665,217.560276816909,215.078417607898,90.2316512358795
2017-03-16,93.4760307430422,217.279717368458,214.65537064149,90.0641638019715
2017-03-17,93.1236566755913,216.836252433809,214.280138681751,89.799709958959
2017-03-20,92.8238744377074,216.540759982456,214.045097695835,89.4616497963079
2017-03-21,91.5115453170034,213.822500939153,211.296866085567,88.1689112603816
2017-03-22,91.5291640203759,214.293116788168,211.794080444984,88.2385507723749
2017-03-23,91.5467827237484,214.05780886366,211.568075150732,88.2385507723749
2017-03-24,91.4726256012534,213.969276067125,211.414393358684,88.1499845264928
2017-03-27,91.2954903851394,213.660216405021,211.197422852075,87.9817086593167
2017-03-28,92.0483150536238,215.23278468573,212.73426970124,88.778804872256
2017-03-29,92.0394582928181,215.550934337896,212.933141703885,88.7256651247267
2017-03-30,92.5177233763258,216.096333741611,213.611157586639,89.1507831049609
2017-03-31,92.1457394224865,215.678194198763,213.11395678754,88.8053747460206
2017-04-03,91.924320402344,215.314594596287,212.743305392904,88.5928157559035
2017-04-04,91.9951744887896,215.414584486968,212.878903145328,88.6851903503585
2017-04-05,91.632047295756,214.778285182635,212.246091033487,88.3271170182571
2017-04-06,91.9597474455668,215.341864566473,212.842747722374,88.6459555034328
2017-04-07,91.8091825118699,215.141884785111,212.625778119787,88.4688230116685
2017-04-10,91.924320402344,215.296414616163,212.752340180547,88.6016723804917
2017-04-11,91.8534663158984,215.023714914306,212.499216059027,88.5131061346095
2017-04-12,91.4637688404477,214.151075868363,211.568075150732,88.1411279019046
2017-04-13,90.6755171287405,212.733037418707,210.193959345598,87.5920171774353
2017-04-17,91.4371985580306,214.578305401273,212.056253818485,88.1854110248456
2017-04-18,91.0829281258027,213.932916106878,211.423428146327,87.8045761675524
2017-04-19,90.7995117800203,213.56022651434,211.034705368362,87.5300208053178
2017-04-20,91.4991958836705,215.18733473542,212.752340180547,88.1854110248456
2017-04-21,91.074071364997,214.641935331706,212.074324297792,87.7691496691996
2017-04-24,92.0837420968466,216.923522837244,214.40670074251,88.7610916230795
2017-04-25,92.6328612667999,218.205211435972,215.654254486885,89.319058972137
2017-04-26,92.6151477451885,218.114311535353,215.518643174143,89.2570626000195
2017-04-27,92.4468692898802,218.24157139622,215.699458257799,89.071073483667
2017-04-28,92.0571718144295,217.759801922939,215.229363629671,88.7168085001385
2017-05-01,92.0571718144295,218.359741267024,215.771768199684,88.6725253771974
2017-05-02,91.9597474455668,218.441551177581,215.853140049847,88.5839591313153
2017-05-03,92.0660285752352,218.223391416096,215.590966676346,88.8009464337265
2017-05-04,92.0748853360409,218.368831257086,215.844091701887,88.7610916230795
2017-05-05,92.482296333103,219.305100233462,216.693873416315,89.1330698557845
2017-05-08,92.3760152034346,219.223290322905,216.657718897383,89.0445036099024
2017-05-09,92.101455618458,219.059670501791,216.458832430399,88.6847475191291
2017-05-10,92.2963043561833,219.414180114205,216.847555208364,88.902797616491
2017-05-11,92.0483150536238,219.014220551481,216.404593871842,88.6725253771974
2017-05-12,91.7294716646186,218.677890919191,216.042977264849,88.4156832641392
2017-05-15,92.2608773129605,219.786869706743,217.236291546646,88.9293674902556
2017-05-16,92.0571718144295,219.605069905505,217.037405983683,88.6902386263738
2017-05-17,90.4629548694038,215.741824129196,213.186280289743,87.0960462004953
2017-05-18,90.5338089558494,216.514473284458,214.045097695835,87.3263184397889
2017-05-19,91.2246362986938,218.032501624796,215.437284884297,87.8931424134346
2017-05-22,91.5877634917275,219.068760491853,216.531155932602,88.2562640215513
2017-05-23,91.9066068807326,219.541439975072,217.010286252394,88.5396760083742
2017-05-24,91.9686042063725,220.086839378786,217.516536303475,88.6415271911386
2017-05-25,92.0925988576523,221.132188235905,218.556155232905,88.7345217493149
2017-05-26,92.0925988576523,221.095828275657,218.510965022309,88.7168085001385
2017-05-30,91.9066068807326,220.959478424729,218.32111424699,88.5848447937741
2017-05-31,91.74718518623,220.795858603614,218.266874784411,88.4776796362567
2017-06-01,92.6417180276056,222.604766625933,220.002594540242,89.3102023475488
2017-06-02,92.57086394116,223.313785850761,220.734848981554,89.2039228524902
2017-06-05,92.482296333103,223.168346009771,220.572131497841,89.1596397295492
2017-06-06,92.2520205521548,222.568406665685,219.866996787818,88.947080739432
2017-06-07,92.3583016818232,222.932006268161,220.273803605408,89.0002204869613
2017-06-08,92.5885774627714,222.995636198595,220.382281626542,89.2482059754313
2017-06-09,93.4565400217298,222.650216576242,220.047798311156,90.0541588129588
2017-06-12,93.7133860850951,222.622946606057,220.002594540242,90.3198575506052
2017-06-13,93.9879456700718,223.713745413485,221.078381548922,90.5147032915459
2017-06-14,93.9170915836262,223.468315681814,220.798136792092,90.5412731653105
2017-06-15,93.7310996067065,223.050176138966,220.373245934878,90.3375707997816
2017-06-16,93.686815802678,222.868376337728,220.421252171441,90.1861225193231
2017-06-19,94.1827944077971,224.877264141409,222.256283630918,90.7922699061405
2017-06-20,93.5716779122039,223.413775741442,220.757367329513,90.187008181782
2017-06-21,93.1199831111133,223.322875840823,220.702863396351,89.7796034507241
2017-06-22,93.0225587422506,223.250155920328,220.602935279552,89.6460455519339
2017-06-23,92.9605614166107,223.477405671876,220.866387913844,89.6556107064891
2017-06-26,93.2882615664216,223.613755522804,221.011725679413,89.9301660687238
2017-06-27,92.9269570947617,221.938451265416,219.231212687964,89.5759010851952
2017-06-28,93.6661690402156,223.819595149578,221.193422413962,90.3242858628993
2017-06-29,93.36335932762,221.929319498988,219.24938490502,89.9845789047284
2017-06-30,93.4791395118477,222.276326623251,219.658175304881,90.1105216521992
2017-07-03,94.2272576253191,222.696387878938,220.030634897066,90.867603231762
2017-07-05,94.0313219289337,223.171239733192,220.539352505296,90.6488511894789
