date,TUFV,TUTY,TUUXY,TUUS,TUWN,FVTY,FVUXY,FVUS,FVWN,TYUXY,TYUS,TYWN,UXYUS,UXYWN,USWN
2018-01-22,54.70769772727272,71.41732225519289,80.39542827225131,89.08329804941482,92.77879828767124,36.76117396142435,56.513007198952884,75.62632070871263,83.7564212328767,30.256217277486897,59.53433842652796,71.98817422945206,41.4845781859558,59.13059182363014,28.418396832191775
2018-01-23,54.67717045454545,71.37001928783383,80.35850523560208,89.06891482444733,92.77196147260274,36.72426743323443,56.49893651832461,75.66183761378414,83.80854023972603,30.291197643979046,59.64527795838752,72.12454516267124,41.59220578673603,59.274253531678085,28.476428724315056
2018-01-24,54.691437272727285,71.40056676557865,80.39803926701572,89.1315078023407,92.82125342465754,36.76008488427301,56.554524387434554,75.76815516514955,83.88559553424658,30.321482329842922,59.75327129388817,72.18771404109589,41.70231225617687,59.32084760273973,28.374143835616437
2018-01-25,54.63747272727273,71.32785578635016,80.3084329842932,89.00179622886867,92.6770022260274,36.71884272997033,56.47611256544503,75.60151170351105,83.68696489726028,30.264545157068056,59.56117929128739,71.94662350171232,41.510809492847855,59.05991812928083,28.262334118150676
2018-01-26,54.68070909090909,71.36873175074183,80.33292827225131,89.02079804941482,92.68151660958904,36.713649851632056,56.434882198952884,75.54819570871263,83.60177654109589,30.209342277486897,59.48746342652796,71.82408497431507,41.4845781859558,58.964509310787676,28.15092572773972
2018-01-29,54.71552272727272,71.43975222551929,80.40693455497382,89.09427243172951,92.74060445205478,36.793304896142445,56.52110602094241,75.63324934980494,83.65517979452055,30.219404450261777,59.49573309492848,71.78387200342465,41.48203836150846,58.89327375856165,28.040293236301366
2018-01-30,54.74462954545454,71.4939172106825,80.47690732984293,89.19960169050715,92.83134537671232,36.8484328635015,56.61101112565445,75.80093871911575,83.79077482876713,30.272676701570674,59.6681566970091,71.90713291952054,41.650865572171654,58.992441673801366,27.928108946917803
2018-01-31,54.75109636363637,71.46102670623146,80.41374607329844,89.08778218465541,92.68822688356165,36.76184675370921,56.45782936125654,75.54070880624187,83.46168714383562,30.170664267015695,59.402165962288684,71.53566459760273,41.41852243172953,58.610645869006845,27.687419734589028
2018-02-01,54.790819090909096,71.54100267062316,80.51006387434555,89.22309466840053,92.81478219178082,36.85040387537093,56.58233852356021,75.75100627048116,83.6527188219178,30.225736256544494,59.588650032509754,71.69263698630137,41.60472204161249,58.75502996575342,27.620077054794507
2018-02-02,54.87389090909091,71.70033412462908,80.71545445026177,89.46626293888167,93.04977431506849,37.018175074183986,56.85143979057592,76.10321846553967,83.98694349315068,30.38095549738219,59.87118010403121,71.94761344178082,41.78511053315995,58.896377354452056,27.557202482876704
2018-02-05,54.83278545454546,71.6755931750742,80.71091989528796,89.4853788036411,93.11578647260275,37.054176985163224,56.93189576963351,76.2357053680104,84.22260223972603,30.449051047120406,60.01897756827048,72.25345141267124,41.89804128738622,59.233237906678085,27.917834974315056
2018-02-06,54.78017818181819,71.57474569732938,80.61417486910995,89.40531417425228,93.02562517123287,36.94804853412464,56.83479271204189,76.17529918335501,84.13998337671232,30.46287630890052,60.08901576723017,72.28946382705479,41.97769018205463,59.264675192636986,27.840191566780817
2018-02-07,54.834865909090915,71.65597715133532,80.71855968586388,89.52568153446035,93.13435804794521,37.006444732937695,56.94412630890052,76.31979437581275,84.25888270547945,30.540903141361255,60.22090377113134,72.38214362157534,42.05400682704813,59.28543717893836,27.75072238869862
2018-02-08,54.84196818181819,71.68843264094956,80.76764345549739,89.59882847854357,93.1691397260274,37.06222181008903,57.036485602094245,76.46509265279585,84.31977739726028,30.596940445026178,60.35803397269181,72.38998287671232,42.16890848504552,59.217144691780824,27.455693493150676
2018-02-09,54.85333181818182,71.73924866468843,80.85010418848168,89.72382847854357,93.30751729452055,37.149017062314556,57.19289921465969,76.71509265279585,84.59920804794521,30.703583115183235,60.60803397269181,72.68506528253425,42.37203348504552,59.48414758133562,27.558566994863
2018-02-12,54.85690818181818,71.73996913946587,80.82763246073299,89.60915500650195,93.22139075342466,37.142734106824946,57.13559341361257,76.45494301430429,84.40186165753425,30.625425392670152,60.21915637191157,72.3923908390411,41.931770156046824,59.18019584760274,27.778092893835606
2018-02-13,54.82985681818182,71.68401364985164,80.77468219895287,89.55720897269181,93.17916215753425,37.0791450296736,57.07861583769634,76.40017473992198,84.36847174657534,30.6355530104712,60.23266823797139,72.43865047089041,41.936565344603395,59.23139180222603,27.852819991438352
2018-02-14,54.884569090909096,71.7381465875371,80.80751151832462,89.57509401820548,93.16163578767124,37.07787049258161,57.03047334031414,76.31915484005202,84.2095467328767,30.563759816753915,60.11051284135241,72.19715860445206,41.86520643693109,58.99094338613014,27.580506207191775
2018-02-15,54.87676909090909,71.69789109792285,80.7539,89.4900833550065,93.0789214041096,37.00646841543028,56.929688,76.14929138101431,84.0447350890411,30.518749999999997,59.95968790637191,72.05407213184931,41.715275520156055,58.85197720462329,27.598164597602732
2018-02-16,54.86900681818182,71.68746261127598,80.7459329842932,89.48887360208063,93.08614178082192,37.00060274480714,56.92923756544503,76.16370692457738,84.07769691780823,30.52704515706806,59.9907550390117,72.11354880136986,41.747541449934985,58.92449700342466,27.662992294520535
2018-02-20,54.8533690909091,71.66521810089021,80.7174109947644,89.47481079323798,93.07960102739727,36.98606782195847,56.90089218848168,76.16717174512354,84.09771026027397,30.50589005235601,60.01832737321197,72.16647046232876,41.81658403771132,59.02945740582192,27.72083690068493
2018-02-21,54.890936363636364,71.72833857566766,80.8064230366492,89.61759583875163,93.21640530821918,37.04228486646886,57.01407068062827,76.39865084525357,84.3160316780822,30.593144633507848,60.28679697659298,72.41478488869862,42.07335013003902,59.25766534674658,27.674844820205465
2018-02-22,54.866115909090915,71.70716409495549,80.7833502617801,89.5957400520156,93.21537260273973,37.05030600890208,57.017915575916234,76.40517311443433,84.3683647260274,30.58674738219895,60.28450097529259,72.48266267123287,42.07916124837452,59.3629066780822,27.83497431506848
2018-02-23,54.822044545454546,71.63783412462908,80.69876596858639,89.5012921976593,93.12640102739726,36.99473707418399,56.92878713089006,76.29434483485046,84.26958426027397,30.53534031413612,60.19985370611183,72.41647046232876,42.03206274382316,59.34195740582192,27.87708690068493
2018-02-26,54.824935454545454,71.64131513353115,80.69407120418848,89.51227360208063,93.14699897260274,36.99603529376856,56.91209864921466,76.31214392457738,84.30853973972603,30.507787958115173,60.2251300390117,72.47415453767124,42.106916449934985,59.462730094178085,27.951038099315056
2018-02-27,54.88463181818182,71.6991465875371,80.7259722513089,89.51983914174252,93.11193373287672,36.99193249258161,56.850948952879584,76.19745611183356,84.10006421232876,30.420402486910987,60.055733907672305,72.16109267979452,41.990714401820554,59.1429660744863,27.623207405821915
2018-02-28,54.84981818181819,71.63276261127598,80.6388769633508,89.40572756827049,93.01003767123288,36.92247774480714,56.73592931937173,76.02300065019506,83.95248287671232,30.350605366492147,59.894891905071525,72.04141695205479,41.861711638491556,59.072292380136986,27.717144691780817
2018-03-01,54.79371000000001,71.58621216617212,80.61008115183247,89.40475227568271,93.03336815068494,36.94350476557865,56.796016534031416,76.14429300650195,84.12724793150684,30.410438481675385,60.04848016905071,72.27691566780823,41.99455461638492,59.32119541952055,27.904056078767113
2018-03-02,54.82639318181819,71.64109762611277,80.65758219895288,89.46042756827049,93.06741318493151,36.992349777448084,56.82861583769634,76.19487565019506,84.13024400684931,30.3855530104712,60.051141905071525,72.20668343321918,42.033586638491556,59.25694295804795,27.73771939212328
2018-03-05,54.84620454545454,71.66248961424333,80.69096596858638,89.4934921976593,93.09719691780822,36.99582715133532,56.85847513089006,76.22403283485046,84.15218321917808,30.42596531413612,60.09047870611183,72.23496361301369,42.03206274382316,59.23975278253425,27.712489297945197
2018-03-06,54.856858181818176,71.66712611275963,80.68114921465968,89.45285500650195,93.06509075342466,36.982589448071224,56.81344027225131,76.11119301430429,84.05811165753425,30.377257853403137,59.93790637191157,72.1111408390411,41.884895156046824,59.13332084760274,27.778092893835606
2018-03-07,54.83276,71.64519910979229,80.65649371727748,89.45416475942783,93.06599691780822,36.98736604154304,56.81221417801047,76.16709047074121,84.11312121917808,30.368062827225117,60.01621423927178,72.18808861301369,42.008879226267894,59.25537778253425,27.774989297945197
2018-03-08,54.81215090909091,71.60663412462908,80.61848219895288,89.40507269180755,93.0283131849315,36.947863074183985,56.77392883769634,76.1044279219766,84.07555700684931,30.3699280104712,59.98073797139142,72.19105843321918,41.95596960338102,59.25694295804795,27.86271939212328
2018-03-09,54.83631136363636,71.64519910979229,80.66631047120418,89.45010104031209,93.07937448630136,36.97955304154304,56.82599803664922,76.15033728868661,84.13473886986301,30.4011452879581,60.00251950585176,72.2331710188356,41.94259996749025,59.27238067208904,27.90911279965752
2018-03-12,54.8128490909091,71.60516112759645,80.61973769633508,89.38849037711313,93.02808664383562,36.94308648071218,56.77515493193717,76.0664108296489,84.07352261643835,30.379123036649204,59.92981957087126,72.19525898972603,41.87079405071522,59.24986622431507,27.988495291095887
2018-03-13,54.81424454545454,71.58830563798219,80.58952617801046,89.35532574772431,92.97679880136985,36.90293440356085,56.70561959162304,75.99037864499351,83.95761936301369,30.334113219895286,59.87485776983095,72.07922196061644,41.85669294538363,59.1492267765411,27.84912778253424
2018-03-14,54.779430909090905,71.52655816023739,80.51879214659685,89.26153276983095,92.87490273972602,36.843679952522265,56.62659472251309,75.8606240936281,83.81003802739727,30.30382853403141,59.7668644343303,71.9439212328767,41.74658647594279,59.00042808219179,27.78681506849314
2018-03-15,54.761737272727274,71.49683115727004,80.49288115183245,89.23472392717815,92.84392928082191,36.81720654599408,56.608516534031416,75.84057063979193,83.78082241780822,30.316688481675385,59.776698634590375,71.93972067636986,41.742299252275686,58.97625481592466,27.754789169520535
2018-03-16,54.80295545454546,71.53223264094956,80.51982041884817,89.26788855656697,92.87648852739727,36.80440981008903,56.57710292146597,75.82285282444734,83.76177276027397,30.288170811518313,59.76916043563069,71.93014233732876,41.77202535760729,59.003090218321915,27.75013377568493
2018-03-19,54.79655090909092,71.53075964391692,80.52107591623037,89.26349739921977,92.8789375,36.81525921661722,56.593955015706804,75.82728227828349,83.7812505,30.297365837696333,59.759326235370615,71.943359375,41.7450625812744,59.0087890625,27.802734374999986
2018-03-20,54.81147818181819,71.5439166172107,80.53258219895288,89.28666293888168,92.88622739726028,36.81136455786351,56.58642883769634,75.84540646553967,83.7644482739726,30.2918030104712,59.79305510403121,71.92358732876713,41.80073553315995,58.98865582191781,27.680650684931493
2018-03-21,54.87533636363637,71.62000860534125,80.6272104712042,89.36223641092329,92.96000907534247,36.83827893175075,56.65412303664922,75.87118010403121,83.78627996575342,30.3542702879581,59.791307704811445,71.91580158390411,41.70974886215865,58.889113334760275,27.66687178938355
2018-03-22,54.78374181818182,71.50463115727004,80.49413664921465,89.24658764629389,92.86243133561644,36.78595654599408,56.56286862827225,75.81826082184656,83.77311693835617,30.29463350785339,59.790393368010406,71.9757866010274,41.79295351105333,59.05860712756849,27.80583797089041
2018-03-23,54.76602363636364,71.5112756676558,80.51687539267016,89.28975136540963,92.91223339041096,36.839554468842735,56.65187386387434,75.95220100390117,83.92166145890411,30.348871073298426,59.91346310143043,72.12122752568493,41.89048276983095,59.18783443921234,27.856886772260268
2018-03-26,54.79154181818182,71.52634065281899,80.51829790575917,89.25845136540963,92.8755823630137,36.81655743620179,56.59886339267016,75.82720100390117,83.78488919863014,30.30289594240837,59.75721310143043,71.94694456335617,41.73423276983095,59.00603328339041,27.815737371575338
2018-03-27,54.74465454545455,71.47145519287835,80.47406910994765,89.21496723016907,92.85223938356165,36.79896142433236,56.60471204188482,75.83468790637193,83.83668664383562,30.33880890052356,59.7956355656697,72.05324272260273,41.73778852405722,59.105763056506845,27.970622859589028
2018-03-28,54.701305454545455,71.41991869436202,80.39117434554973,89.13555747724317,92.7652066780822,36.78094912759646,56.51771156020943,75.75535444993498,83.74058269178082,30.233131544502612,59.7017026983095,71.93362050513699,41.75442945383615,59.086004387842465,27.912002354452042
2018-03-29,54.67864090909091,71.37850771513354,80.33286806282722,89.06152821846554,92.68971267123287,36.73970697329378,56.439299738219894,75.64235208062419,83.62435787671232,30.176194371727746,59.59177909622887,71.81876070205479,41.67935224317296,59.003933005136986,27.900738441780817
2018-04-02,54.692122727272725,71.41171572700297,80.37371780104712,89.11963706111834,92.75733715753424,36.78310459940654,56.49950916230367,75.74053153446035,83.74347174657534,30.201946989528793,59.67569489596879,71.93474422089041,41.76176446684006,59.13178242722603,27.973913741438352
2018-04-03,54.72696136363637,71.44636468842731,80.40561884816753,89.14345747724317,92.78113321917809,36.78268731454007,56.49304646596859,75.71629144993499,83.71917808219177,30.192686518324606,59.6392026983095,71.89816994863014,41.72317945383615,59.09308112157535,27.97372645547945
2018-04-04,54.73406363636364,71.45100118694363,80.42852460732985,89.16377607282185,92.80788835616438,36.77726261127597,56.527814136125656,75.74536736020806,83.76241438356165,30.254253926701566,59.692051365409625,71.97270976027397,41.71082574772433,59.11146190068493,28.0232234589041
2018-04-05,54.765986363636365,71.49072166172107,80.48431989528795,89.23439648894669,92.87045787671232,36.79441765578636,56.58033376963351,75.8305022756827,83.82983732876713,30.308426047120406,59.796184167750326,72.04971104452054,41.78161573472042,59.143808861301366,27.961312071917803
2018-04-06,54.7268990909091,71.4389997032641,80.42498534031414,89.15807516254877,92.81478219178082,36.76662134718103,56.5357897486911,75.74858735760728,83.7933428219178,30.282771596858638,59.713284297789336,72.03638698630137,41.700503901170364,59.16127996575342,28.120077054794507
2018-04-09,54.73476136363637,71.44025519287834,80.41341884816754,89.12281144343304,92.77823116438357,36.75208642433236,56.49304646596859,75.65371017555267,83.69563356164383,30.239561518324606,59.59021456436931,71.90897902397259,41.587349642392724,59.04197880993151,28.110177654109577
2018-04-10,54.738275,71.43361068249258,80.40049685863875,89.09996631989597,92.73645565068493,36.729738501483695,56.45688808900524,75.59572090377114,83.59599743150685,30.218406413612556,59.535618498049416,71.79058754280823,41.53996667750326,58.90420323202055,27.964602953767113
2018-04-11,54.73117272727273,71.41970118694363,80.38413560209425,89.0796477243173,92.71505154109589,36.71476261127597,56.436518324607334,75.56664499349804,83.56453339041096,30.21014397905759,59.51401983094929,71.76533069349315,41.5210703836151,58.88012360873287,27.956255351027394
2018-04-12,54.77875818181818,71.46847715133532,80.42307539267016,89.11467698309494,92.73549246575342,36.717381732937696,56.417497863874345,75.53902136280885,83.50481542465754,30.176996073298426,59.46769343302991,71.66984160958904,41.50239759427829,58.791791523972606,27.84407106164383
2018-04-13,54.749613636363634,71.40766765578635,80.36308638743455,89.0637132639792,92.68056592465753,36.64771884272999,56.34964005235602,75.49101918075422,83.44809503424658,30.179761125654437,59.50087369960988,71.68966716609589,41.54549333550065,58.81596479023973,27.813596960616437
2018-04-16,54.76096454545454,71.4293771513353,80.37088638743455,89.06744954486345,92.67498835616438,36.67050773293769,56.34182805235602,75.47426699869962,83.41085238356165,30.132886125654437,59.44030396618986,71.59770976027397,41.526089076723025,58.75208690068493,27.7419734589041
2018-04-17,54.74251136363636,71.39375816023738,80.32054712041884,88.97837516254876,92.58692294520547,36.632742952522264,56.27167866492147,75.31890035760728,83.25770547945206,30.08327879581151,59.260159297789336,71.42096532534246,41.341128901170364,58.57194456335617,27.749732448630127
2018-04-18,54.773799090909094,71.42840712166172,80.35572041884816,89.03876905071522,92.61339452054794,36.64013766765581,56.280226921465974,75.38293391157347,83.24710994520548,30.085045811518313,59.34691970091028,71.39340753424656,41.46155721716515,58.53039383561644,27.48886986301369
2018-04-19,54.81926590909091,71.51333709198812,80.45263246073299,89.1813266579974,92.74472123287671,36.7269566023739,56.39340641361257,75.59653364759428,83.43600171232876,30.125425392670152,59.541124837451235,71.54976455479452,41.67951479193759,58.69472388698631,27.402504280821915
2018-04-20,54.859686363636364,71.5732940652819,80.5174832460733,89.24722847854356,92.80148664383562,36.769936943620195,56.447153141361255,75.65259265279585,83.47196061643835,30.141917539267013,59.56115897269181,71.53900898972603,41.68453348504552,58.65611622431507,27.332245291095887
2018-04-23,54.885304545454545,71.60700504451039,80.5386392670157,89.23634707412224,92.77296215753424,36.78774109792286,56.437336387434556,75.57229356306892,83.35284674657534,30.099607329842925,59.410882639791936,71.32927547089041,41.53155477893368,58.41889180222603,27.196569991438352
2018-04-24,54.89164636363636,71.63820504451039,80.58947277486911,89.32443914174252,92.87372551369863,36.84242909792286,56.535218104712044,75.75214411183356,83.56057413013698,30.165772251308894,59.602608907672305,71.56370398116438,41.709464401820554,58.657306827910965,27.294012200342465
2018-04-25,54.91086000000001,71.6843525222552,80.65115130890052,89.39856840052016,92.9359419520548,36.90168354896143,56.628640879581155,75.87295848114434,83.65518029452055,30.218111910994764,59.696907509752926,71.61785637842465,41.76891661248375,58.65987532106165,27.202402611301366
2018-04-26,54.87959772727273,71.63187804154303,80.58696178010472,89.32509401820548,92.86882756849316,36.85501669139467,56.55620091623037,75.78009184005202,83.57630565068493,30.17863219895287,59.62613784135241,71.56851990582192,41.72458143693109,58.645909139554796,27.251311001712324
2018-04-27,54.863237272727275,71.58720356083086,80.5240277486911,89.23097360208062,92.76938047945205,36.7927258338279,56.45373904712042,75.60901992457738,83.39351505479452,30.117097513088993,59.4595050390117,71.38393621575342,41.575666449934985,58.47155928938356,27.210348886986296
2018-04-30,54.82347727272727,71.5423115727003,80.46059947643978,89.1378355006502,92.6946926369863,36.78143545994067,56.40166884816754,75.49158810143044,83.31667380136986,30.05463023560209,59.296915637191155,71.28352418664383,41.433802015604684,58.41779484160959,27.352231378424648
2018-05-01,54.86260227272728,71.57749554896142,80.50995026178012,89.19636475942784,92.74933561643836,36.77276520771514,56.424165575916234,75.53427747074122,83.35081335616438,30.10237238219895,59.37558923927178,71.34910102739727,41.477629226267894,58.443065068493155,27.322345890410958
2018-05-02,54.84763727272728,71.56696706231455,80.5117,89.20724616384916,92.77250907534247,36.782525537092,56.460938,75.59113956046815,83.43471796575342,30.143749999999997,59.447740572171654,71.46267658390411,41.52123293237972,58.545363334760275,27.41687178938355
2018-05-03,54.82852363636364,71.54410207715134,80.49266073298429,89.19823641092329,92.7639029109589,36.77427256973294,56.46110161256544,75.61336810403121,83.45783440410959,30.156642670157055,59.494432704811445,71.5107288099315,41.56912386215865,58.59518139982877,27.419975385273972
2018-05-04,54.80432636363636,71.49889258160238,80.45154397905759,89.15068153446035,92.7138743150685,36.72804567952524,56.42387875392671,75.56198137581275,83.40100549315068,30.17043520942407,59.48652877113134,71.49448844178082,41.53838182704813,58.552627354452056,27.400952482876704
2018-05-07,54.81922818181819,71.51596557863502,80.4757052356021,89.17067269180755,92.73237636986302,36.73282227299704,56.44424951832461,75.5731779219766,83.40892601369863,30.19432264397905,59.49636297139142,71.49930436643835,41.51846960338102,58.52560466609589,27.389501284246563
2018-05-08,54.84199318181818,71.54820356083086,80.4948445026178,89.17165500650195,92.72235393835616,36.7536628338279,56.43627290575916,75.52525601430429,83.33679366438356,30.150179973821977,59.39103137191157,71.35688677226028,41.431770156046824,58.38635755565069,27.3048747859589
2018-05-09,54.85546272727273,71.57085103857568,80.52975078534031,89.21415682704811,92.74234178082192,36.77385428486649,56.4834337277487,75.58912701950587,83.35113391780823,30.191492146596858,59.457940507152145,71.34792380136986,41.46803884915475,58.31512200342466,27.131742294520535
2018-05-10,54.83631136363636,71.51815905044509,80.4617947643979,89.13353732119636,92.64647636986301,36.700064910979236,56.376063481675395,75.45389710663198,83.18236301369863,30.14005235602093,59.36382477243173,71.20242936643835,41.407570708712626,58.18185466609589,27.014501284246563
2018-05-11,54.844111363636365,71.52132255192879,80.46632251308901,89.14946475942783,92.64089880136986,36.689864614243334,56.36886452879581,75.47177747074122,83.15293236301369,30.14464986910994,59.40683923927178,71.17297196061644,41.462004226267894,58.1336017765411,26.84912778253424
2018-05-14,54.85406727272727,71.56452403560831,80.5174230366492,89.19042938881664,92.6732315068493,36.76300487833829,56.45938268062827,75.53999665539662,83.2021613150685,30.171269633507848,59.399301040312096,71.1363441780822,41.413605331599484,58.04398544520548,26.782748287671225
2018-05-15,54.94426590909091,71.68748397626112,80.65125811518324,89.34737022106631,92.79801746575342,36.835079747774486,56.555382853403145,75.68682948634591,83.27825342465754,30.207918848167537,59.5138166449935,71.14249785958904,41.52393530559168,58.000775898972606,26.53547731164383
2018-05-16,54.95067045454546,71.70286646884274,80.67290837696336,89.35582509752926,92.80359503424658,36.854831231454014,56.58892342931937,75.69134021456438,83.27643407534246,30.22904123036649,59.4904705786736,71.10945526541096,41.46092734070221,57.9240287885274,26.513350813356155
2018-05-17,54.955617272727274,71.72310296735905,80.72450314136125,89.43238088426529,92.88608287671232,36.88846852818992,56.69154891099477,75.84887994538363,83.44702432876713,30.334718586387424,59.680266579973996,71.31924229452054,41.58011622236671,58.07154323630137,26.558968321917803
2018-05-18,54.91729000000001,71.668,80.67323560209425,89.38581534460339,92.84736643835618,36.851562000000015,56.663080324607336,75.83075575812745,83.44616816438356,30.34764397905758,59.70903771131339,71.37446489726028,41.60256827048116,58.13147474315069,26.6193279109589
2018-05-21,54.89664318181819,71.6367,80.62884659685864,89.34232418725618,92.80803989726027,36.828125000000014,56.610847513089006,75.78049821196359,83.4050727739726,30.303534031413605,59.66795351105332,71.34741545376713,41.60685549414825,58.15564800941781,26.651353809931493
2018-05-22,54.92014318181819,71.6602,80.65234659685865,89.36988790637191,92.84224195205479,36.828125000000014,56.610847513089006,75.78943839401822,83.42861729452055,30.303534031413605,59.681648244473344,71.38348137842465,41.62625975292589,58.20675032106165,26.702402611301366
2018-05-23,54.89094909090909,71.61649554896141,80.6143952879581,89.35321261378414,92.85789897260274,36.79620220771514,56.59158163350786,75.8169797503251,83.52728973972603,30.322922120418838,59.77273650845254,71.58352953767124,41.72785273081925,58.462730094178085,26.951038099315056
2018-05-24,54.89453727272728,71.61850356083086,80.6011392670157,89.31916566970091,92.81138253424658,36.7927258338279,56.554524387434554,75.734182473342,83.41705957534246,30.271482329842925,59.65123130689207,71.42000214041096,41.62857607282186,58.3039116010274,26.855147688356155
2018-05-25,54.8440990909091,71.55898160237389,80.54709371727749,89.25129921976594,92.78268852739726,36.77274152522257,56.546588178010474,75.69584028348504,83.46489676027397,30.289937827225117,59.62311037061119,71.52389233732876,41.562581274382325,58.424965218321915,27.15638377568493
