,Annualized Return,Annualized Volatility,Annualized Sharpe Ratio,Annualized Sortino Ratio,Market Beta,Market Alpha,Max Drawdown
2000,0.01703800421008078,0.025469510617016175,0.6689568742124827,1.0689912995203488,-0.007614152832073244,6.534749173456914e-05,-0.013975835624706221
2001,0.06502848579644838,0.020877858984450322,3.114710461684846,5.339610350085522,0.010421097570087,0.00026208417982461434,-0.014793483310673521
2002,0.09167338350116223,0.03593661915782635,2.550974066273494,4.0138358142790045,0.0057733153522564196,0.0003691847849822192,-0.010757725744675784
2003,0.05690733464649757,0.014379478537255224,3.9575381331846353,8.682611251350789,0.015954704374666208,0.00021224449242538714,-0.0029829941927372707
2004,0.022703097401187856,0.0374499508860978,0.6062250247066603,0.6813809966070664,-0.02991434362857562,0.00010074790397952003,-0.04547869060562137
2005,0.02636460903809176,0.030738850775238153,0.8576966403483735,1.0345188359057014,-0.008626175212355874,0.00010598650359901778,-0.018445328381050542
2006,0.01571179044370075,0.015555276680514001,1.01006177944638,1.819868620621101,-0.016970550812461422,7.023925749971607e-05,-0.011772159535387133
2007,0.07799615651646158,0.02526727937986849,3.0868442677926144,8.417945380343951,-0.003070432431533131,0.0003100759364562915,-0.009453481085489546
2008,0.32363198377066205,0.10642421687859385,3.0409618530700913,3.1436100720876654,0.07076249850590312,0.0013934150185525877,-0.07034642472640125
2009,0.11139985067691618,0.024412571586429406,4.56321654941267,12.541279725717635,-0.00815443046094055,0.0004490942506658284,-0.006108527346292972
2010,0.09118266343388337,0.019993812794714346,4.560544022798334,12.36060968730486,0.001647727239766087,0.00036104842955752306,-0.0044565716208908625
2011,0.1124783706157892,0.03658196487906439,3.0746946203581262,5.816294555381591,-0.017637773607799882,0.0004473378784368982,-0.010681568944756763
2012,0.2130379623613852,0.04225854407498491,5.041299150850153,24.19198926253671,-0.04183293508302028,0.0008653122879484499,-0.004692020708682623
2013,0.07290505050932225,0.02140397000396111,3.4061461726880635,15.346738492064711,0.008388272250076077,0.0002812634966623473,-0.005342950551191676
2014,0.11942731631511921,0.04397483066282838,2.715810715243306,21.93470009591535,-0.011067533595445314,0.0004793379108710477,-0.0037153392257125366
2015,0.02788941255809147,0.011372382220551565,2.4523808659623842,4.895486390603177,0.006777370424705259,0.00011055127529164655,-0.006292501003158396
2016,0.03600072960703439,0.015813133010634847,2.2766348441401667,4.592469343264936,-0.008451132528268476,0.00014672083074717434,-0.005408909735169975
2017,-0.04822188408099383,0.008808058838858431,-5.474745907492556,-5.085843639750403,-0.0010395442375229704,-0.00019064203248806907,-0.04600622246574041
2018,0.076180650511835,0.035270237289549644,2.1599131836407253,4.747122774263898,0.037302442529776755,0.000310976488501288,-0.014060083900583123
2019,-0.00789115977809861,0.01359983198238181,-0.5802395050410462,-1.245227536148656,-0.0005984302664808813,-3.06944390891372e-05,-0.024113429359229253
2020,0.05053848435870656,0.04016536963835471,1.2582601582843733,4.400977948696363,0.0315585791439463,0.00017585107788461906,-0.0232132335091114
2021,0.04756543740960541,0.020502664011308763,2.3199637560938173,10.29745579918983,0.00017012063684230914,0.00018857444048479794,-0.0024616700201538838
2022,-0.034430606921985095,0.02494731538519073,-1.3801327473666305,-2.843893392848534,-0.005660121670252838,-0.00014100241700617735,-0.055108919203328575
